group, algorithm, heuristic, domain, instance, cost, h0, generated, time, states for sec 
X, IDA*, gapresultado_panckes_1, "21 24 5 25 16 13 15 1 26 7 2 0 22 19 9 10 17 20 23 4 14 12 8 27 11 6 3 18", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "24 16 13 19 25 14 23 4 8 5 7 20 22 10 2 27 3 17 18 21 15 0 26 6 1 9 11 12", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "16 3 11 8 7 23 21 5 26 15 24 12 20 22 10 6 14 17 13 1 18 2 19 25 0 9 27 4", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "16 10 22 25 2 4 20 1 12 14 11 26 5 24 17 3 15 18 0 19 21 23 8 6 7 9 27 13", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "20 21 0 9 15 1 11 25 16 18 17 10 19 27 3 22 24 26 14 13 2 6 8 12 5 23 4 7", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "17 15 12 1 5 24 8 20 9 11 25 10 7 6 19 0 23 26 18 4 3 27 21 2 16 22 14 13", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "22 9 19 1 12 0 5 4 2 10 15 21 11 24 6 16 25 3 18 26 7 20 13 23 8 17 14 27", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9", na, na, na, na, na
X, IDA*, gapresultado_panckes_1, "5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23", na, na, na, na, na
X, IDA*, gapresultado_panckes_2.csv, "7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3", na, na, na, na, na
